#{"env_id": 1, "t_start": 1534924858.3933766}
r,l,t
-99.932678,100,5618.357371
-100,100,5620.933959
-57.575342,100,5623.522606
-90.371576,100,5626.157152
-94.786314,100,5628.675525
-100,100,5631.262578
-98.509896,100,5633.861132
-100,100,5636.415745
-98.814394,100,5638.898239
-94.07539,100,5641.438999
5.309788,100,5644.035314
-100,100,5646.597366
-100,100,5649.116707
-99.982066,100,5651.633824
-56.485578,100,5654.188364
-76.739854,100,5656.352778
-84.031608,100,5658.556866
-75.854027,100,5660.727261
-64.080706,100,5662.961521
-98.815091,100,5665.550903
-94.014483,100,5668.188005
-82.783392,100,5670.722112
-100,100,5673.239312
-99.851871,100,5675.705433
-100,100,5678.294465
-100,100,5680.867178
-100,100,5683.485696
-95.590294,100,5686.051744
-96.892728,100,5688.65847
-100,100,5691.294591
-85.318957,100,5693.85112
-100,100,5696.3555
-83.703905,100,5698.921415
-99.545698,100,5701.4919
-100,100,5704.112028
-99.333587,100,5706.631831
-100,100,5709.171428
-98.332574,100,5711.666833
-96.154362,100,5714.20874
-100,100,5716.75861
-96.086544,100,5719.34771
-98.634518,100,5721.926692
-98.181998,100,5724.382904
-99.488916,100,5727.02026
-65.479316,100,5729.602027
-100,100,5732.127455
-44.021734,100,5734.6791
-100,100,5737.252156
-99.897171,100,5739.820917
-68.058522,100,5742.385667
-96.521962,100,5744.945197
-99.352619,100,5747.571671
-83.843736,100,5750.159725
-96.496673,100,5752.775167
-100,100,5755.530385
-93.637247,100,5758.272145
-100,100,5760.921934
-100,100,5763.640188
-99.790425,100,5766.295969
-100,100,5768.981369
-100,100,5771.675319
-80.761254,100,5774.360932
-97.328497,100,5776.663832
-99.546885,100,5779.328789
-97.112232,100,5782.003774
-99.671661,100,5784.636629
-86.501281,100,5787.321668
-98.640716,100,5789.640608
-81.796828,100,5792.358003
-100,100,5794.996656
-100,100,5797.698232
-100,100,5800.262448
-96.195881,100,5802.880506
-100,100,5805.582146
-100,100,5808.23322
-100,100,5810.857686
-100,100,5813.611428
-100,100,5816.245298
-100,100,5818.947523
-100,100,5822.828149
-82.918457,100,5825.513754
-99.915991,100,5827.931142
-72.316685,100,5830.635701
-98.318063,100,5833.353822
-100,100,5836.024319
-100,100,5838.622526
-100,100,5841.340708
-100,100,5844.020966
-94.425641,100,5846.726236
-96.230696,100,5849.448309
-82.642344,100,5852.119999
-100,100,5854.798648
-100,100,5857.500612
-100,100,5860.201959
-99.743156,100,5862.887977
-100,100,5865.571959
-96.869469,100,5868.257611
-97.68651,100,5870.874656
-100,100,5873.539058
-93.950854,100,5876.07805
-45.71135,100,5878.693605
-63.904803,100,5881.381036
-100,100,5883.996909
-97.830908,100,5886.547163
-100,100,5889.263773
-63.145362,100,5891.981272
-34.902223,100,5894.668671
-98.372179,100,5897.416871
-75.000609,100,5899.788251
-100,100,5902.421912
-99.686688,100,5905.02282
-100,100,5907.662432
-100,100,5910.359326
-15.390498,100,5912.981198
-80.568816,100,5915.591646
-70.780531,100,5918.409211
-100,100,5920.663853
-90.512967,100,5923.372192
-73.821837,100,5925.674191
-98.261694,100,5928.347621
-98.22059,100,5930.999157
-60.726899,100,5933.701469
-99.140928,100,5936.367574
-95.753814,100,5939.102605
-94.561281,100,5941.381682
-100,100,5943.682671
-96.680748,100,5946.26796
-96.488688,100,5948.898992
-100,100,5951.600485
-81.353695,100,5954.288998
-93.588777,100,5956.943605
-100,100,5959.575741
-82.95115,100,5962.240602
-78.269169,100,5965.005949
-79.217048,100,5967.64093
-100,100,5970.295505
-64.627794,100,5972.87636
-100,100,5975.198065
-100,100,5977.846706
-99.533378,100,5980.468313
-97.865702,100,5983.091813
-81.131066,100,5985.695236
-89.897601,100,5988.288491
-100,100,5990.511295
-99.987519,100,5993.229538
-80.813566,100,5995.807588
-100,100,5998.477981
-100,100,6001.128376
-75.503414,100,6003.808199
-100,100,6006.526606
-87.553286,100,6009.155989
-100,100,6011.487999
-99.944669,100,6014.056968
-97.354213,100,6016.690212
-98.191603,100,6019.399388
-100,100,6022.032089
-100,100,6024.687227
-96.970448,100,6026.9886
-100,100,6029.645679
-88.04586,100,6032.330853
-100,100,6035.001796
-100,100,6037.634693
-75.790504,100,6040.327346
-100,100,6043.014291
-99.315835,100,6045.694749
-98.74155,100,6048.359248
-100,100,6050.977892
-44.932134,100,6053.633638
-100,100,6056.282553
-100,100,6058.985367
-87.418393,100,6061.697706
-97.5088,100,6063.952067
-93.341336,100,6066.616559
-95.040714,100,6069.353587
-99.735684,100,6072.03545
-96.934152,100,6074.753489
-100,100,6077.446396
-99.363826,100,6080.147762
-85.000013,100,6082.818427
-100,100,6086.702766
-100,100,6089.49137
-93.872314,100,6092.270885
-99.146866,100,6095.058325
-95.425804,100,6097.845653
-100,100,6100.564965
-100,100,6103.298924
-100,100,6106.019138
-78.044901,100,6108.706111
-100,100,6111.386452
-100,100,6114.078145
-100,100,6116.78378
-100,100,6119.501758
-99.791686,100,6122.220733
-28.109405,100,6124.913427
-100,100,6127.612752
-12.969432,100,6130.33048
-100,100,6133.017315
-97.39096,100,6135.720001
-100,100,6137.986145
-100,100,6140.753853
-100,100,6143.471226
-77.494526,100,6146.15817
-99.744406,100,6148.882738
-100,100,6151.565738
-99.065741,100,6154.368393
-43.816803,100,6157.089742
-95.782645,100,6159.755155
-52.865567,100,6162.505435
-99.048083,100,6165.093184
-82.216522,100,6167.792238
-38.498384,100,6170.625295
-84.097786,100,6173.36445
-86.626048,100,6176.059357
-97.467869,100,6178.645818
-100,100,6180.949897
-77.684746,100,6183.706936
-87.952282,100,6186.425427
-100,100,6188.772569
-72.938869,100,6191.444637
-100,100,6194.177286
-90.881418,100,6196.815694
-100,100,6199.533813
-55.913216,100,6202.249996
-99.332555,100,6204.87898
-99.338333,100,6207.535772
-97.602863,100,6210.258275
-99.505104,100,6212.842928
-95.322332,100,6215.53165
-100,100,6218.172151
-87.184543,100,6220.798872
-91.795056,100,6223.050874
-99.930808,100,6225.678078
-100,100,6228.389297
-88.675141,100,6231.122426
-100,100,6233.72541
-100,100,6236.526467
-99.849522,100,6239.16659
-100,100,6241.9458
-92.425079,100,6244.647127
-95.172295,100,6246.917706
-100,100,6249.205062
-99.168487,100,6251.943684
-93.589869,100,6254.246651
-100,100,6256.950928
-86.888806,100,6259.68455
-100,100,6262.355997
-100,100,6265.129228
-90.232331,100,6267.84669
-99.728227,100,6270.197315
-93.261458,100,6272.800399
-98.147623,100,6275.587106
-100,100,6278.356647
-100,100,6281.028171
-100,100,6283.699815
-100,100,6286.400316
-97.342448,100,6289.06173
-87.99709,100,6291.678782
-100,100,6294.028358
-88.205602,100,6296.744823
-92.637167,100,6299.507855
-44.228062,100,6301.808936
-100,100,6304.056941
-93.073071,100,6306.770775
-99.352279,100,6308.973669
-96.534162,100,6311.576343
-100,100,6314.229523
-93.394075,100,6316.979739
-79.782324,100,6319.665291
-98.66145,100,6322.327744
-100,100,6324.974879
-100,100,6327.73327
-100,100,6330.353126
-88.538175,100,6333.002739
-100,100,6335.703884
-100,100,6338.390308
-100,100,6341.106996
-100,100,6343.87107
-100,100,6346.626431
-98.09144,100,6349.304213
-49.879353,100,6353.280672
-97.862084,100,6355.668087
-91.78766,100,6358.387544
-99.900974,100,6360.768072
-100,100,6363.290536
-100,100,6366.039338
-97.742756,100,6368.772825
-100,100,6371.497153
-96.503149,100,6374.261967
-92.295008,100,6376.95066
-95.088642,100,6379.730404
-98.666666,100,6382.515853
-99.87494,100,6385.271133
-89.049473,100,6387.972389
-100,100,6390.674141
-100,100,6393.360744
-100,100,6396.118475
-99.963547,100,6398.796368
-6.027975,100,6401.522646
-88.556569,100,6404.176918
-87.560767,100,6406.840791
-100,100,6409.542877
-95.275823,100,6412.26153
-100,100,6415.026005
-99.71766,100,6417.743177
-99.939792,100,6420.518546
-100,100,6423.165854
-96.102873,100,6425.990464
-100,100,6428.715842
-41.524142,100,6431.402858
-100,100,6433.703568
-100,100,6436.435586
-100,100,6439.114799
-100,100,6441.864014
-100,100,6444.519218
-90.555328,100,6447.19852
-99.711483,100,6449.916751
-96.286781,100,6452.556313
-67.798347,100,6454.875331
-99.345214,100,6457.207639
-100,100,6459.96159
-83.498047,100,6462.679205
-100,100,6465.396641
-100,100,6468.139481
-97.677717,100,6470.858037
-98.691088,100,6473.543995
-36.075173,100,6476.293303
-100,100,6478.93225
-100,100,6481.578646
-100,100,6484.227488
-100,100,6486.815135
-88.302501,100,6489.548457
-99.42321,100,6491.820937
-100,100,6494.592219
-68.409252,100,6497.326603
-100,100,6500.075102
-62.310786,100,6502.798503
-100,100,6505.500436
-100,100,6508.18012
-91.768559,100,6510.934825
-99.866174,100,6513.47366
-82.703778,100,6516.15939
-99.893966,100,6519.018038
-98.456771,100,6521.736895
-60.148079,100,6524.317935
-100,100,6527.029602
-85.189593,100,6529.679332
-100,100,6532.234796
-91.278014,100,6534.867363
-97.377717,100,6537.236297
-100,100,6539.817199
-100,100,6542.454416
-99.882616,100,6545.094099
-87.722348,100,6547.754586
-97.214674,100,6550.390812
-100,100,6553.074062
-99.913018,100,6555.805865
-99.942053,100,6558.445835
-99.880769,100,6561.164607
-99.117397,100,6563.930443
-100,100,6566.563205
-96.107059,100,6569.364082
-100,100,6571.926843
-99.951514,100,6574.697936
-60.456036,100,6577.383981
-100,100,6580.138315
-96.281743,100,6582.731754
-98.809123,100,6585.462895
-98.402936,100,6588.064742
-100,100,6590.751071
-87.045989,100,6593.35291
-100,100,6595.638683
-100,100,6598.339359
-100,100,6601.026521
-100,100,6603.730512
-57.726429,100,6606.516226
-79.177968,100,6609.214348
-95.850987,100,6612.001575
-100,100,6614.719951
-99.732045,100,6617.520895
-100,100,6621.421715
-86.289513,100,6624.27116
-98.791685,100,6627.141604
-99.880406,100,6629.973715
-90.770611,100,6632.727103
-100,100,6635.548167
-99.730839,100,6638.249724
-90.881124,100,6641.082883
-100,100,6643.834201
-98.699032,100,6646.569018
-100,100,6649.402355
-100,100,6652.164598
-100,100,6654.934721
-96.648237,100,6657.627688
-89.92309,100,6660.298011
-100,100,6662.967347
-99.415356,100,6665.67054
-93.061513,100,6668.369846
-88.068299,100,6670.642548
-100,100,6672.944646
-97.85874,100,6675.658886
-100,100,6678.261751
-92.415909,100,6680.978922
-100,100,6683.712084
-100,100,6686.483283
-100,100,6689.198682
-100,100,6691.893614
-100,100,6694.532053
-22.881114,100,6697.3041
-99.727367,100,6700.019689
-91.09968,100,6702.675614
-100,100,6705.362115
-98.809074,100,6708.043519
-100,100,6710.717071
-87.398492,100,6713.39376
-91.440923,100,6715.612112
-99.033699,100,6717.867199
-83.381068,100,6720.533074
-70.498393,100,6723.206555
-100,100,6725.494782
-100,100,6728.161424
-100,100,6730.886193
-99.830055,100,6733.553058
-43.91049,100,6736.172569
-94.489347,100,6738.806161
-96.948704,100,6741.484755
-83.106587,100,6743.741568
-100,100,6746.393298
-100,100,6749.166272
-100,100,6751.837474
-78.723212,100,6754.441384
-100,100,6756.990448
-96.127195,100,6759.616097
-95.309854,100,6762.289303
-99.784835,100,6764.877296
-100,100,6767.527317
-100,100,6770.146011
-100,100,6772.851905
-100,100,6775.45374
-74.904432,100,6778.123002
-94.262484,100,6780.356826
-100,100,6782.989218
-100,100,6785.661117
-100,100,6788.246434
-99.863856,100,6790.846004
-98.011637,100,6793.463487
-99.717341,100,6796.050118
-63.582551,100,6798.736487
-100,100,6800.939425
-100,100,6803.510409
-89.144948,100,6806.125559
-39.576003,100,6808.344826
-97.327495,100,6810.647737
-91.260937,100,6813.237267
-93.706332,100,6815.458087
-79.654153,100,6818.10863
-100,100,6820.781439
-100,100,6823.473259
-86.589872,100,6826.162887
-94.708053,100,6828.34982
-60.969721,100,6830.568065
-91.462173,100,6833.186862
-70.805427,100,6835.458166
-74.176084,100,6838.070247
-92.556244,100,6840.739
-96.162609,100,6843.339245
-88.512877,100,6845.928954
-100,100,6848.163063
-92.52392,100,6850.796873
-100,100,6853.464469
-100,100,6856.134195
-98.980754,100,6858.791568
-100,100,6861.344105
-97.475729,100,6863.983053
-53.614461,100,6866.596298
-100,100,6869.281373
-100,100,6871.879084
-100,100,6874.490433
-99.934228,100,6877.143692
-89.6678,100,6879.720442
-85.604828,100,6883.711625
-100,100,6886.591749
-99.963555,100,6889.392691
-100,100,6892.193961
-93.296361,100,6894.994157
-43.1649,100,6897.717904
-97.86767,100,6900.018549
-100,100,6902.803864
-81.426083,100,6905.555711
-95.061764,100,6907.794099
-100,100,6910.512358
-100,100,6913.2822
-99.211972,100,6916.051137
-88.250145,100,6918.78412
-87.638557,100,6921.511273
-75.436651,100,6924.014329
-99.790042,100,6926.515149
-100,100,6929.335496
-72.578974,100,6932.144664
-95.334156,100,6935.001727
-98.548817,100,6937.382585
-100,100,6940.137491
-88.163709,100,6942.953458
-100,100,6945.755619
-88.097688,100,6948.495089
-100,100,6950.743191
-99.837911,100,6953.332277
-88.702445,100,6955.944533
-97.226284,100,6958.52562
-100,100,6961.211902
-70.379206,100,6963.975156
-97.287321,100,6966.5725
-100,100,6969.261725
-98.35122,100,6971.960977
-97.001014,100,6974.616999
-100,100,6977.375241
-97.744707,100,6980.049644
-100,100,6982.300817
-100,100,6985.057352
-94.40571,100,6987.639041
-58.706982,100,6990.244113
-100,100,6992.970334
-76.706407,100,6995.581935
-100,100,6997.887462
-100,100,7000.459643
-95.188817,100,7003.180053
-100,100,7005.946262
-99.875924,100,7008.7495
-96.148387,100,7011.498468
-100,100,7013.803996
-99.302685,100,7016.514778
-99.925279,100,7019.181123
-88.55271,100,7021.872115
-100,100,7024.122817
-100,100,7026.829741
-100,100,7029.449661
-83.186953,100,7032.100139
-100,100,7034.386372
-97.565269,100,7037.161201
-99.893938,100,7039.843718
-75.935588,100,7042.499291
-98.472627,100,7044.800784
-100,100,7047.492083
-100,100,7050.07924
-89.053947,100,7052.712389
-100,100,7055.321563
-99.951861,100,7057.877648
-99.764834,100,7060.544512
-95.956233,100,7063.195072
-98.866978,100,7065.826387
-37.613247,100,7068.478083
-100,100,7071.194398
-94.888099,100,7073.85715
-99.626258,100,7076.608666
-100,100,7079.32549
-100,100,7082.095632
-100,100,7084.713439
-88.921388,100,7087.274716
-96.471791,100,7089.911154
-100,100,7092.647049
-100,100,7095.280667
-33.671421,100,7098.023537
-60.184637,100,7100.318806
-100,100,7103.035284
-99.770534,100,7105.771255
-100,100,7108.457518
-100,100,7111.123765
-95.600157,100,7113.749641
-100,100,7116.431696
-89.929082,100,7119.219959
-98.327441,100,7121.976617
-95.473743,100,7124.629632
-99.351202,100,7127.351169
-57.636359,100,7130.203547
-99.904995,100,7132.56999
-81.118458,100,7135.349228
-100,100,7137.99041
-100,100,7140.712342
-100,100,7143.497585
-100,100,7146.224584
-99.555663,100,7150.368838
-100,100,7153.124305
-100,100,7155.858212
-93.111937,100,7158.544628
-100,100,7161.216981
-99.743299,100,7163.891428
-99.465965,100,7166.514025
-96.400361,100,7169.164602
-100,100,7171.781418
-100,100,7174.278481
-100,100,7177.016562
-94.566335,100,7179.657155
-100,100,7181.711647
-100,100,7183.639589
-100,100,7185.641774
-98.896567,100,7187.562161
-100,100,7189.539107
-98.067939,100,7191.51749
-94.620638,100,7193.531431
-65.848334,100,7195.524898
-99.703821,100,7197.117266
-93.546289,100,7199.160773
-94.054065,100,7200.769139
-100,100,7202.408567
-86.903389,100,7204.367862
-100,100,7206.294013
-100,100,7208.315427
-100,100,7210.303254
-98.369731,100,7212.186842
-87.386439,100,7213.723952
-100,100,7215.612109
-79.017818,100,7217.542824
-100,100,7219.059938
-100,100,7221.025814
-97.716642,100,7222.946083
-100,100,7224.876801
-100,100,7226.781558
-99.757332,100,7228.692222
-100,100,7230.612466
-84.821496,100,7232.535709
-97.731678,100,7234.473442
-21.00304,100,7236.395134
-54.229978,100,7238.319031
-99.212087,100,7239.86979
-100,100,7241.857159
-100,100,7243.743818
-100,100,7245.674094
-99.711807,100,7248.090645
-100,100,7250.167713
-99.387214,100,7252.298072
-99.667871,100,7254.027984
-24.858506,100,7256.272988
-85.361569,100,7258.125022
-100,100,7260.367695
-100,100,7262.475331
-100,100,7264.524651
-100,100,7266.732107
-100,100,7268.998289
-99.975433,100,7271.153574
-34.250763,100,7273.349685
-40.93663,100,7275.02342
-100,100,7277.16074
-98.487547,100,7279.283444
-94.838427,100,7281.393632
-99.828275,100,7283.091694
-97.011352,100,7285.216623
-94.145627,100,7287.336697
-92.365538,100,7289.476749
-100,100,7291.571455
-44.470258,100,7293.699394
-96.348456,100,7295.368858
-77.674402,100,7296.93777
-93.069727,100,7298.518999
-100,100,7300.146809
-98.281704,100,7302.080981
-100,100,7304.085344
-100,100,7306.029123
-97.419194,100,7307.980048
-99.90976,100,7309.873513
-97.415576,100,7311.763073
-100,100,7314.029359
-100,100,7316.031559
-82.444775,100,7318.138614
-90.141735,100,7320.529185
-85.290353,100,7322.621822
-99.79388,100,7324.322156
-90.223777,100,7326.344653
-100,100,7328.365257
-76.607756,100,7330.418334
-100,100,7332.423521
-97.138651,100,7334.504473
-100,100,7336.506327
-83.509722,100,7338.47137
-100,100,7340.416439
-100,100,7342.417654
-100,100,7344.370318
-100,100,7346.933685
-100,100,7349.535141
-100,100,7352.063903
-98.131564,100,7354.443209
-74.452431,100,7358.660041
-100,100,7361.220421
-54.437802,100,7363.802354
-100,100,7366.245385
-99.818162,100,7368.72042
-99.905517,100,7371.231133
-93.640452,100,7373.729332
-100,100,7376.339321
-100,100,7379.032522
-94.262927,100,7381.714193
-100,100,7383.946662
-100,100,7386.708558
-99.976688,100,7389.385716
-95.016822,100,7392.200788
-74.571505,100,7394.436784
-94.103687,100,7396.696827
-59.485137,100,7399.386011
-100,100,7401.854092
-61.530288,100,7404.353743
-100,100,7407.041395
-100,100,7409.65535
-88.715645,100,7412.258299
-99.749377,100,7414.688322
-99.895797,100,7416.656755
-100,100,7418.656068
-96.136348,100,7420.613245
-99.788952,100,7422.554401
-99.70791,100,7424.538189
-54.841909,100,7426.580856
-99.906603,100,7428.633275
-100,100,7430.714503
-99.30661,100,7432.785253
-100,100,7434.866639
-100,100,7436.985458
-85.230478,100,7439.002885
-84.62777,100,7440.940597
-100,100,7442.522512
-100,100,7444.503784
-100,100,7446.527669
-100,100,7448.576628
-93.952601,100,7450.718563
-100,100,7452.799071
-100,100,7454.936683
-97.30909,100,7456.993261
-100,100,7459.034746
-95.410205,100,7460.993064
-96.072461,100,7463.917967
-100,100,7465.976445
-94.592427,100,7467.979886
-100,100,7469.546067
-95.643029,100,7471.496247
-93.647028,100,7473.462481
-99.012299,100,7475.109363
-75.88404,100,7477.230507
-75.492825,100,7478.895437
-98.482316,100,7480.458693
-100,100,7482.484749
-99.550598,100,7484.532699
-100,100,7486.660861
-90.539308,100,7488.792535
-100,100,7490.86256
-100,100,7493.008269
-100,100,7495.143451
-100,100,7497.308585
-95.623013,100,7499.462655
-100,100,7501.616318
-100,100,7503.746486
-100,100,7505.840918
-100,100,7507.96242
-100,100,7510.136768
-100,100,7512.248389
-99.700419,100,7514.417661
-93.383388,100,7516.600029
-83.066004,100,7518.794666
-100,100,7520.967447
-100,100,7523.145963
-97.969646,100,7525.306713
-99.255745,100,7527.489521
-99.667971,100,7529.634257
-100,100,7531.745893
-100,100,7533.912181
-95.247864,100,7536.113196
-100,100,7538.293519
-87.840462,100,7540.420321
-94.224666,100,7542.557572
-100,100,7544.271564
-100,100,7546.392708
-98.593478,100,7548.573511
-100,100,7550.75281
-82.526557,100,7552.921077
-100,100,7554.59052
-92.515254,100,7556.663034
-80.880735,100,7558.657953
-100,100,7560.314859
-93.688962,100,7562.36393
-100,100,7564.44058
-99.755861,100,7566.43893
-100,100,7568.519968
-100,100,7570.653198
-100,100,7572.73789
-100,100,7576.272359
-100,100,7578.267232
-100,100,7580.246499
-100,100,7582.273043
-65.787994,100,7584.290922
-45.531146,100,7586.287236
-30.92902,100,7588.308613
-100,100,7589.890852
-86.992543,100,7591.92276
-100,100,7593.965695
-100,100,7596.040274
-100,100,7598.056664
-97.237101,100,7600.097098
-90.988414,100,7602.178692
-100,100,7604.206644
-96.825492,100,7606.346349
-100,100,7608.574286
-100,100,7610.761652
-100,100,7613.016652
-100,100,7615.183453
-91.861667,100,7617.497611
-100,100,7619.755617
-97.982182,100,7621.950002
-99.911911,100,7624.094209
-93.245696,100,7626.202832
-100,100,7628.354057
-99.609329,100,7630.470747
-100,100,7632.553786
-100,100,7634.669373
-93.191814,100,7636.705792
-99.30295,100,7638.75225
-100,100,7640.809375
-100,100,7642.843287
-100,100,7644.925829
-99.693363,100,7646.975436
-98.593751,100,7649.103613
-100,100,7651.176128
-99.926209,100,7653.169432
-100,100,7655.275426
-99.36097,100,7657.444634
-51.060962,100,7659.607891
-86.07277,100,7661.261208
-95.454771,100,7663.35883
-98.665994,100,7665.446886
-90.283726,100,7667.516076
-97.095902,100,7669.613156
-81.288231,100,7671.221937
-100,100,7673.204741
-100,100,7675.255832
-74.713522,100,7677.404577
-100,100,7679.482959
-100,100,7681.495815
-90.331158,100,7683.505162
-100,100,7685.617726
-40.0214,100,7687.607694
-100,100,7689.168414
-100,100,7691.159712
-97.386441,100,7693.168931
-100,100,7695.175771
-100,100,7697.164525
-100,100,7699.164913
-100,100,7701.210259
10.08471,100,7703.225133
-100,100,7705.193457
-100,100,7707.229491
-84.719714,100,7709.187763
-88.534108,100,7711.166041
-100,100,7712.740741
-93.537609,100,7714.71601
-100,100,7716.665961
-96.595878,100,7718.666628
-100,100,7720.642399
-52.354575,100,7722.606658
-94.517481,100,7724.802542
-100,100,7726.418352
-100,100,7728.371447
-59.994659,100,7730.632032
-100,100,7732.660442
-99.867032,100,7734.563519
-99.524496,100,7736.540175
-100,100,7738.475907
-96.148748,100,7740.416584
-100,100,7742.405945
-100,100,7744.338154
-64.940512,100,7746.291364
-35.678312,100,7748.255163
-100,100,7749.779797
-93.738047,100,7751.77875
-86.129746,100,7753.733016
-99.869445,100,7755.700177
-100,100,7757.629868
-100,100,7759.594313
-100,100,7761.550628
-100,100,7763.492054
-88.557649,100,7765.443772
-100,100,7767.406115
-89.75941,100,7769.391021
-97.120698,100,7770.909855
-100,100,7772.865967
-100,100,7774.828274
-100,100,7778.193554
-100,100,7780.196397
-100,100,7782.21233
-99.325487,100,7784.119473
-75.166102,100,7786.071285
-100,100,7787.994929
-41.281591,100,7789.920573
-96.606405,100,7791.890753
-98.879079,100,7793.809385
-99.776937,100,7795.769884
-98.956665,100,7797.737228
-100,100,7799.678459
-68.307286,100,7801.614123
-100,100,7803.590897
-90.312461,100,7805.562656
-100,100,7807.078514
-99.927725,100,7809.058295
-70.798652,100,7811.041586
-100,100,7812.575285
-100,100,7814.514617
-98.343609,100,7816.470386
-100,100,7818.4179
-100,100,7820.428998
-99.490975,100,7822.334673
-99.874105,100,7824.285933
-96.13644,100,7826.276242
-99.11315,100,7828.256074
-95.833647,100,7830.204483
-100,100,7832.165271
-71.207142,100,7834.131074
-100,100,7835.661769
-98.623892,100,7837.616099
-100,100,7839.573419
-100,100,7841.503689
-94.988018,100,7843.443376
-93.08086,100,7844.97446
-93.495643,100,7846.502701
-88.287775,100,7848.500836
-100,100,7849.999429
-57.486294,100,7851.914141
-99.153993,100,7853.834472
-100,100,7855.832943
-100,100,7857.81897
-94.727839,100,7859.841364
-99.067266,100,7861.39707
-48.396594,100,7863.366484
-99.883323,100,7864.892554
-100,100,7866.886373
-100,100,7868.84966
-96.975563,100,7870.868044
-100,100,7872.816742
-98.603875,100,7874.758923
-100,100,7876.693535
-100,100,7878.669807
-100,100,7880.624842
-93.141667,100,7882.625178
-100,100,7884.581613
-93.33223,100,7886.521156
-26.722823,100,7888.524787
-89.991304,100,7890.072917
-99.960678,100,7891.980517
-100,100,7893.933513
-97.923831,100,7895.901873
-78.962004,100,7897.859864
-100,100,7899.809709
-87.276052,100,7901.784477
-75.69889,100,7903.73323
-100,100,7905.727604
-98.784852,100,7907.638245
-98.00874,100,7909.14985
-100,100,7910.679589
-57.45423,100,7912.623876
-94.722117,100,7914.633736
-98.925225,100,7916.566894
-87.779413,100,7918.489594
-88.541446,100,7920.417288
-94.330866,100,7921.927431
-66.225373,100,7923.897239
-100,100,7925.920636
-95.897992,100,7927.850007
-99.988141,100,7929.840833
-97.265586,100,7931.793152
-100,100,7933.82308
-61.048424,100,7935.780304
-54.073953,100,7937.328434
-99.387712,100,7938.85651
-89.368771,100,7940.812247
-100,100,7942.774484
-100,100,7944.679142
-100,100,7946.654864
-21.653261,100,7948.181938
-58.429337,100,7950.159212
-93.858987,100,7952.136486
-99.842385,100,7954.102953
-99.621293,100,7956.036168
-100,100,7957.971881
-100,100,7959.894609
-99.997746,100,7961.842472
-100,100,7963.827512
-100,100,7965.76619
-96.101433,100,7969.371559
-85.248178,100,7971.35435
-100,100,7973.288061
-84.253917,100,7975.235367
-100,100,7977.174666
-100,100,7979.127874
-100,100,7981.082088
-81.164802,100,7983.103147
-99.778473,100,7984.644524
-96.086908,100,7986.657558
-100,100,7988.61539
-100,100,7990.645861
-99.345698,100,7992.606254
-99.918481,100,7994.645955
-77.830218,100,7996.672971
-100,100,7998.198126
-100,100,8000.208536
-100,100,8002.180295
-99.922205,100,8004.148136
-98.555933,100,8006.173539
-100,100,8008.137846
-100,100,8010.165762
-100,100,8012.146598
-100,100,8014.133663
-99.634119,100,8016.105978
-100,100,8018.064309
-100,100,8020.070216
-95.782173,100,8022.081479
-100,100,8024.08412
-100,100,8026.045853
-100,100,8028.008587
-100,100,8029.9537
-72.813968,100,8031.920948
-96.033446,100,8033.459051
-80.637376,100,8035.459387
-100,100,8036.985959
-99.639371,100,8038.984791
-99.64812,100,8040.944017
-100,100,8042.898732
-100,100,8044.92614
-99.926777,100,8046.935109
-100,100,8048.909428
-89.650999,100,8050.852154
-92.1689,100,8052.853081
-100,100,8054.908062
-31.192632,100,8056.921433
-100,100,8058.858239
-68.85043,100,8060.844049
-99.832764,100,8062.81631
-36.040201,100,8064.814193
-100,100,8066.34086
-100,100,8068.316953
-99.870511,100,8070.250292
-100,100,8072.194164
-100,100,8074.188986
-94.916292,100,8076.159013
-70.210184,100,8078.100847
-100,100,8080.102847
-98.3634,100,8082.031545
-94.421727,100,8083.597222
-97.767571,100,8085.531158
-100,100,8087.475846
-99.117466,100,8089.465653
-80.865928,100,8091.482548
-100,100,8093.006112
-99.334037,100,8094.985447
-100,100,8096.946231
-35.611118,100,8098.937042
-100,100,8100.879836
-65.436889,100,8102.813995
-99.576057,100,8104.814612
-91.585576,100,8106.792595
-96.916219,100,8108.316716
-76.720517,100,8110.287523
-26.905253,100,8112.220682
-99.493423,100,8113.721347
-97.574547,100,8115.757824
-100,100,8117.772314
-99.90608,100,8119.744583
-98.000357,100,8121.735058
-94.695363,100,8123.666396
-100,100,8125.607572
-99.240761,100,8127.594875
-100,100,8129.591377
-93.328898,100,8131.528753
-98.578769,100,8133.502128
-100,100,8135.468475
-100,100,8137.458283
-70.368878,100,8139.44007
-100,100,8141.395422
-81.697022,100,8143.380884
-78.994067,100,8145.378377
-100,100,8147.294544
-100,100,8149.285882
-100,100,8151.226559
-100,100,8153.191427
-99.519648,100,8155.16068
-100,100,8157.153605
-100,100,8159.129989
-99.886747,100,8161.066288
-100,100,8164.671339
-99.739993,100,8166.681231
-100,100,8168.743434
-100,100,8170.750166
-99.667678,100,8172.312246
-89.345349,100,8174.290671
-99.006282,100,8176.356181
-100,100,8178.359144
-98.817429,100,8180.385547
-48.764817,100,8182.439631
-99.905287,100,8184.499085
-100,100,8186.49425
-100,100,8188.515749
-99.517305,100,8190.516698
-98.890835,100,8192.588346
-99.869052,100,8194.611743
-96.315107,100,8196.568707
-100,100,8198.607908
-96.407542,100,8200.615819
